serial,firm,permission_date,permission_date_raw,permission_no,drug_name,indication,dosage_form,permission_type,source_name,source_url,out_of_scope,out_of_scope_reason,retrieved_utc
83,USV Ltd,,Interferon alpha 2b,25-9-2009,Chronic Hepatitis B & C,"Vial (Lyophilized) for injection. ........... Each vial contains 3, 5 MIU/ml of human recombinant alpha 2b interferon",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
84,Sanofi-Synthelabo (India) Pvt. Ltd,,Rasburicase,22-Dec-09,"Treatment and prophylaxis of acute hyperuricaemia, in order to prevent acute renal failure in patients with haematological malignancy with a tumor burden and at a risk of a rapid tumor lysis or shrinkage at initiation of chemotherapy","1.5mg/ml, 7.5mg/ml powder and solvent for solution for infusion",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
85,Novo Nordisk India Pvt Ltd,,Liraglutide,08-Feb-10,Treatment of type-II Diabetes Mellitus,Solution for injection in prefilled pen contains 18 mg of Liraglutide/ 3 mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
86,VHB MedisciencesLtd,,r-hu-GCSF- injection (Filgrastim),04-Mar-10,"Increase of neutrophilic count after bone marrow transplantation, neutro-philic granulocytopenia reduced by chemotherpay of cancers inducing malignant lymphoma, embryonic cell tumor, neuroblastoma.",Prefilled syringe contains 300 mcg per 0.9 mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
87,FerringPharmaceuticals,,r-Hu-Growth Hormone (Somatropin),04-Apr-10,Long term treatment of children who have growth failure due to inadequate secretion of growth hormone and for the long-term treatment of growth retardation due to Turner's syndrome,Lyophilized powder for injection in vials contains somatropin 4 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
88,Bioviz Technologies Pvt Ltd,,Erythropoetin (r- Hu- EPO),14-Jun-10,For the treatment of anemia due to chronic renal failure.,Injection in 1 mL of prefilled syringe contains r-Hu-EPO 2000IU/mL or 4000IU/mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
89,Bioviz Technologies Pvt Ltd,,r-Hu-EPO,14-6-2010,For the treatment of anemia due to chronic renal failure.,"Each pre-filled syringe of 1ml contains: r-Hu-EPO-2,000 /4,000 IU",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
90,Bioviz Technologies Pvt Ltd,,r-hu-GCSF- injection (Filgrastim),14-Jun-10,For decreasing severity of chemotherapy induced neutropenia. Cancer patients receiving Myelosuppresice chemotherapy,Injection in 1 mL of prefilled syringe contains r-Hu-EPO 2000IU/mL or 4000IU/mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
91,Bioviz Technologies Pvt Ltd,,r-hu-GCSF-injection,14-6-2010,For decreasing severity of chemotherapy induced neutropenia. Cancer patients receiving Myelosuppresice chemotherapy,"Each PFS contains: r-Hu- GCSF-75mcg/0.3ml, 150mcg/0.6ml and 300mcg/0.9ml",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
92,SciGen Biopharma Pvt Ltd,,Somatropin,18-6-2010,Long-term treatment of children who have growth failure associated due to endogenous growth hormone and for treatment of short stature in children with Turner's syndrome confirmed by chromosomal analysis,Powder for injection and Solution for injection. ....................... Each vial after reconstitution contains 5.8 mg (17.41 IU); ......................solution for injection. Each cartridge of 1.5ml contains 5mg (15 IU) and 10 mg (30 IU),,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
93,G.C.Chemie,,r-hu-GCSF- injection (Filgrastim),23-Jun-10,"Increase neutrophilic count after bonemarrow transplantation, neutrophilic granulocytopenia reduced by chemotherpay of cancers inducing malignant lymphoma, embryonic cell tumor, neuroblastoma.",solution for injection in 1 mL of prfilled syringe contains r-Hu- GCSF 300 mcg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
94,R.K. Medicare,,r-hu-GCSF- injection (Filgrastim),09-Sep-10,"Increase neutrophilic count after bonemarrow transplantation, neutro-philicgranulocytopenia reduced by chemotherpay of cancers inducing malignant lymphoma, embryonic cell tumor, neuroblastoma.",solution for injection in prfilled syringe contains r-Hu-GCSF 300 mcg/0.9 mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
95,R.K. Medicare,,r-hu-GCSF-injection,9-9-2010,"Increase neutrophilic count after bonemarrow transplantation, neutro-philic granulocytopenia reduced by chemotherpay of cancers inducing malignant lymphoma, embryonic cell tumor, neuroblastoma.",Solution for injection 300mcg/0.9ml,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
96,Bioviz Technologies Pvt Ltd,,r-hu-EPO (Bulk- Ready to fill),22-12-2010,……………….,2000 IU/ml and 4000 IU/ml,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
97,Novartis India Pvt Ltd,,Canakinumab,5-1-2011,"For the treatment of CAPS in adults, CAPS include: 1. Familial cold autoinflammatory syndrome/familial cold urticaria. 2. Muckle-wells syndrome, 3. Neonatal-onset multisystem inflammatory disease/chronic infantile neurological cutaneous articular syndrome (CINCA)",One vial contains 150 mg of canakinumab each ml of solution,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
98,KSR Pharmacy,,Erythropoetin (r- Hu- EPO),28-Jan-11,For the treatment of anemia due to chronic renal failure,solution for injection in 1 mL of prefilled syringe contains r-Hu- EPO 2000IU/mL or 4000IU/mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
99,KSR Pharmacy,,r-Hu-EPO,28-1-2011,For the treatment of anemia due to chronic renal failure,Solution for injection in PFS Syringes: Each 1ml PFS contains: 2000Iu/4000IU,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
100,Lupin limited,,Erythropoetin,17-Aug-11,Anemia due to renal inadequacy,"Injection (IV/SC). ................... Each prefilled syringe contains of 1 mL contains r-Hu-EPO 2000IU/mL, 3000IU/mL or 4000IU/mL",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
101,L.G.Lifesciences,,Insulin Glargine,20-Dec-11,For once daily subcutaneous administration for treatment of adult patients with Type I Diabetes Mellitus or Type II Diabetes Mellitus who required basal (long acting) insulin for the control of Hyperglycemia,Injection for SC administration in vial or Cartridge contains Insulin Glargine 100IU/mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
102,Vita pharma,,Erythropoetin (r- Hu- EPO),24-Apr-12,Anemia due to renal inadequacy,"Solution for IV/SC injection in 1 mL of prefilled syringe contains r-Hu-EPO 2000IU/mL, 3000IU/mL or 4000IU/mL",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
103,Bristol Myers Squibb India Pvt. Ltd,,Belatacept,13-Jun-12,"belatacept in combination with corticosteroids and a mycophenolic acid (MPA), is indicated for prophylaxis of graft rejection and preservation of renal function in adults receiving a renal transplant . It is recommended to add an interleukin -2 receptor antagonist for induction therapy to this belatacept- based regimen.",Lyophilized powder fir IV infusion in vial contains Belatacept 250 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
104,Taksal Pharma Pvt. Ltd.,,Trastuzumab,26-Jul-12,"• It is indicated for treatment of patients with metastatic breast cancer who have tumors that overexpress human epidermal growth factor receptor 2 (HER2)- (For 440mg only) • Treatment of patients with HER2 positive early breast cancer following surgery, chemotherapy (neoadjuvant or adjuvant) and radiotherapy (if applicable) - (For 440mg only) • In combination with an aromatase inhibitor for the treatment of patients with HER2-positive and hormone receptor- positive metastatic breast cancer.- (For 440mg only) • For adjuvant treatment of HER2 overexpressing node positive or node negative (ER/PR negative or with one high risk feature) breast cancer a. As part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel b. With docetaxel and carboplatin -(For both 440mg & 150mg) • In combination with capecitabine or 5-fluorouracil and cisplatin for the treatment of patients with HER2 positive metastatic adenocarcinoma of the stomach or gastro-esophageal junction who have not received prior anti-cancer treatment for their metastatic disease.",Lyophilized powder for solution for infusion in single dose and multidose vial. Strength: 1. Each multidose vial contains Trastuzumab 440 mg 2. Each singledose vial contains Trastuzumab 150 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
105,M/ s Taksal pharma pvt. Ltd.,,Trastuzumab,26/07/12,"• It is indicated for treatment of patients with metastatic breast cancer who have tumors that overexpress human epidermal growth factor receptor 2 (HER2)- (For 440mg only) • Treatment of patients with HER2 positive early breast cancer following surgery, chemotherapy (neoadjuvant or adjuvant) and radiotherapy (if applicable) - (For 440mg only) • In combination with an aromatase inhibitor for the treatment of patients with HER2-positive and hormone receptor-positive metastatic breast cancer.- (For 440mg only) • For adjuvant treatment of HER2 overexpressing node positive or node negative (ER/PR negative or with one high risk feature) breast cancer a. As part of a treatment regimen consisting of doxorubicin, cyclophosphamide, and either paclitaxel or docetaxel b. With docetaxel and carboplatin -(For both 440mg & 150mg) • In combination with capecitabine or 5-fluorouracil and cisplatin for the treatment of patients with HER2 positive metastatic adenocarcinoma of the stomach or gastro-esophageal junction who have not received prior anti-cancer treatment for their metastatic disease. Trastuzumab should only be used in patients with h metastatic gastric cancer whose tumours have HER2 2 overexpression as defined by IHC2+ and a confirmatory FISH+ result, or IHC 3+, as determined by an accurate and validated assay.- (For both 440mg & 150mg)",lyophilized power for solution infusion,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
106,Taksal Pharma Pvt. Ltd.,,Interferon alfa-2a (Pegylated),21-Aug-12,• It is indicated for treatment of chronic active Hepatitis B and C. • The combination of Pegasys and ribavirin is indicated in native patients and patients who have failed previous treatment with interferon alpha (Pegylated or non-pegylated) alone or in combination therapy with ribavirin. • For treatment of patients having chronic Hep-C co infected with clinically stable HIV.,Solution for injection in 0.5 mL prefilled syringe or 1.0 mL vial contains Peg-INF alfa 2a 135mcg/180mcg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
107,Taksal Pharma Pvt. Ltd.,,Rituximab,21-Aug-12,• For treatment of patients with relapsed or chemo resistant Indolent B cell Non-Hodgkin’s Lymphoma. • The treatment of previously untreated patients with stage III-IV follicular lymphoma in combination with CVP chemotherapy. • Maintenance therapy for the treatment of follicular lymphoma patients responding to induction therapy. • The treatment of patients with CD20 positive diffuse large B cell non- Hodgkin’s lymphoma in combination with CHOP chemotherapy • For the treatment of adult patients with active rheumatoid arthritis who have had an inadequate response or intolerance to one or more Tumour necrosis factor (TNF) inhibitor therapies. • MabThera has been shown to reduce rate of progression of Joint damage as measured by X-ray and to improve physical function when given in combination with Methotrexate. • MabThera in combination with chemotherapy is indicated for the treatment of patients with previously untreated & relapsed/ refractory chronic lymphocytic leukaemia. Only limited data are available on efficacy and safety for previously treated with monoclonal antibodies including Mabthera or patients refractory to previous MabThera plus chemotherapy. • MabThera in combination with glucocorticoids is indicated for the treatment of adult patients,Concentrate for solution for injection in vial ................ Each 10 mL vial contains Rituximab 100 mg and Each 50 mL vial contains Rituximab 500 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
108,Cipla Limited,,Etanercept,08-Oct-12,"It is used as alone or in combination with Methotrexate to treat active rheumatoid arthritis refractory to DMARDs including Methotrexate.Severe , active and rheumatoid arthritis in adults not previously treated with Methotrexate.activepolyarticular course juveline chronic arthritis refractory to methotrexate.Active and progressive Psoriatic arthritis refractory to DMARDs.Severe active ankylosingspondylitis refractory to conventional therapy ..............................Additional indication approved dated 03.Feb.2014. .... for Plaque Psoriasis. ........ Etancercept 25 mg is indicated for treatment of adult patients with chronic moderate to severe plaque posirasis who are candidate for systemic therapy or phytotherapy........................ Etancercept 25 mg is indicated for treatment of chronic severe plaque psorasis in children and adolescents from the age of 8 years who are inadequately controlled by or are intolerant to other systemic therapies or phototherapies.",lyophilized powder for solution for SC injections in vials in vials contains Etanercept 25 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
109,Biocon Limited,,Nimotuzumab (Bulk new drug substance),27-Feb-13,…………..,,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
110,Biocon Limited,,Erythropoetin alpha (Bulk new drug substance),27.02.2013,……………………,"2000 IU,4000 IU and 10000 IU bulk",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
111,Sanofi-Synthelabo (India) Pvt. Ltd,,Human insulin (Bulk new drug substance),08-Mar-13,Diabetes Mellitus,,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
112,Johnson and Johnson Pvt Ltd,,Infliximab,12-Mar-13,"Indications: 1. The treatment of moderate to severely active Crohn’s disease for the reduction of signs & symptoms in patients who have an inadequate response to conventional therapies. 2. Reduction in signs & symptoms of rheumatoid arthritis in patients who have had an inadequate response to methotrexate 3. Infliximab is a disease controlling anti-rheumatic therapy indicated for : - For the reduction of signs & symptoms - Prevention of structural joint damage - Improvement in physical functions in patients with active disease despite treatment with methotrexate 4. Ankylosing spondylitis in patients who have severe axial symptoms, elevated serological markers of inflammatory activity & who have responded inadequately to conventional therapy. 5. Reducing signs & symptoms & maintaining clinical remission in patients with moderately to severely active Crohn’s disease. 6. For reducing signs & symptoms & including & maintaining clinical remission in patients with moderately to severely active Crohn’s disease who have had an adequate response to conventional therapy & for reducing the number of draining entercutaneuous&rectovaginal fistulas & maintaining fistula closure in patients with fistulizing Crohn’s disease 7. Use in early rheumatoid arthritis in patients with severe, active &",Powder for concentrate for solution for infusion in vial contains 100 mg/10mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
113,Roche Products (India) Pvt.Ltd,,Bevacizumab Bulk,26-Apr-13,…………………..,"Concentration: 25.0mg/ml Bevacizumab, 51mM sodium phosphate, pH 6.2, 0.04% Polysorbate 20, 60mg/ml, α α- trehalose dehydrate",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
114,Novo Nordisk India Pvt Ltd,,Insulin degludec,05-Jul-13,Treatment of Diabetes Mellitus in Adults and for treatment of diabetes mellitus in adolescent and children more than 1 year of age,Solution for Subcutaneous injection… .......................Composi tion: 1ml of the solution contains: Insulin degludec… ........................................ 100 units/200 units Presentation: Pre-filled Pen (FlexTouchTM) / Cartridge (Penfill®) Fill Volume: 3.0 ml,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
115,Roche Products (India) Pvt.Ltd,,Trastuzumab ( Bulk drug),02.08.2013,…………..,,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
116,LG Life sciencesIndia,,Sustained release recombinant human growth hormone (somatropin),20-Dec-13,It is indicated for the long-term tratment of children who have growth failure due to an inadequate secretion of normal endogenous growth hormone.,Lyophilized powder for injection along with solvent for resuspension in vial contains somatropin 24 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
117,Roche Products (India) Pvt.Ltd,,Rituximab (Bulk drug),02-Jan-14,…………..,Concentration: 55 mg/mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
118,Roche Products (India) Pvt.Ltd,,Rituximab (bulk new substance),02-Jan-14,…………..,55mg/ml,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
119,Shantha,,human insulin-Bulk,06-Feb-14,,,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
120,Johnson and Johnson Pvt Ltd,,Golimumab,14-Feb-14,"Rheumatoid arthritis (RA): Golimumab by subcutaneous administration, in combination with methotrexate (MTX), is indicated for: • Reducing signs and symptoms • Inducing major clinical response • Inhibiting the progression of structural damage. • Improving physical function.",Each single use pre-filled syringe contains Golimumab………………………… ………………50mg/0.5ml Presentations: UltraSafe / SmartJect,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
121,Alcon Laboratories (India) Pvt. Ltd.,,Ranibizumab,17-07-2014,"(1). For improvement and maintenance of visual acuity and function and for reduction of vascular leakage and retinal oedema, in patients with neovascular age related macular degeneration (AMD) (2). Treatment of visual impairment due to diabetic macular edema (DME) (3). Treatment of macular edema following Retinal vein occlusion (RVO) (4). Treatment of visual impairment due to choroidal NeoVascularization (CNV) secondary to Pathogenic Myopia (PM)",Intravitreal injection in solution. ................Each vial contains: Ranibizumab… ..... 2.3 mg in 0.23 ml solution Strength: 10 mg/ml Intravitreal injection,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
122,Novo Nordisk India Pvt Ltd,,Insulin degludec/ Insulin Aspart,22-Jul-14,Treatment of Diabetes Mellitus in Adults,Solution for SC injection in prefilled pen or cartridge (3 mL) contains 100 units of insulin degludec and insulin aspart (70 % soluble insulin degludec and 30 % soluble insulin as part),,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
123,Pfizer products India Pvt. Ltd,,Etanercpet (Enbrel),27-Oct-14,"• Reduction in signs and symptoms of moderately to severely active rheumatoid arthritis in patients who have had an inadequate response to one or more disease modifying anti-rheumatic drugs. • Moderately to severely active early rheumatoid arthritis and juveNile rheumatoid arthritis. • Treatment of alkalizing spondylitis in adults who have had inadequate therapy response to conventional therapy. • For reduction in signs and symptoms of active arthritis in patients with psoriatic arthritis. • Treatment of adult patients with chronic moderate to severe plaque psoriasis who are candidates for systemic therapy or photo therapy. • Treatment of chronic severe plaque psoriasis in children and adolescents from the age of 8 years who are inadequately controlled by, or are intolerant to, other systemic therapies or photo therapies.",Solution for SC injection in Prefilled syringes (25 mg) & pre filled pen (25mg/50 mg) of Etanercept in 1 mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
124,Sanofi-Synthelabo (India) Pvt. Ltd,,Aflibercept,16-Dec-14,in combination with irinotecan-fluropyrimidine based chemotherapy is indicated foe patients with metastatic colorectal cancer (MCRC) previously treated with an Oxaliplatin containing regimen.,Concentrate for solution for infusion ................ Each single vial contains 100 mg (100mg/5 mL) and 200 mg (200 mg/10 mL)...of Aflibercept..... 25mg/mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
125,Roche Products (India) Pvt.Ltd,,Trastuzumab Emtansine,18-Dec-14,"Is indicated for the treatment of patients with HER2-positive, unresectable locally advanced or metastatic breast cancer.",powder for concentrate for solution for infusion.,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
126,Eli Lilly and Company Pvt. Ltd,,Dulaglutide 1.5 mg single use pen & prefilled syringe,23-Dec-14,Indicated for type 2 Diabetes mellitus patients to improve glycaemic control as Monotherapy as well as Add-on Therapy.,Concentrate solution for infusion in prefilled pen/syringe contains Delaglutide 0.75 mg /1.5 mg in 0.5 mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
127,Roche Products (India) Pvt.Ltd,,Pertuzumab,29-Dec-14,In combination with trastuzumab and docetaxel for patients with HER2-positive metastatic or locally recurrent unresectable breast cancer.,Concentrate solution for infusion in vial or syringe contains Pertuzumab 420 mg,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,True,trastuzumab is an oncology molecule,2026-08-05T12:34:01+00:00
128,Roche Products (India) Pvt.Ltd,,Obinutuzumab,02-Jan-15,"In combination with Chlorambucil, is indicated for the treatment of patients with previously untreated Chronic Lymphocytic Leukemia (CLL).",Concentrate for solution for infusion in vial contains Obinutuzumab 1000 mg in 40 mL vial,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
129,Eli Lilly and Company Pvt. Ltd,,Zinc Insulin Crystals,03-Feb-15,---,,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
130,Lupin limited,,Insulin Glargine Inj.,13-Feb-15,Insulin Glargine is indicated for once daily subcutaneous administration for treatment of adult patient with Type 1 Diabetes Mellitus or Type 2 Diabetes Mellitus who require basal (long acting) insulin for the control of hyperglycemia.,SC injection. ......................... Vial 10 mL and Cartridge 3 mL. Each vial/cartridge contains Insulin Glargine 100 IU/mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
131,Bayer Pharmaceuticals Pvt Ltd,,Aflibercept,25-Feb-15,Indicated for the treatment of Neovascular (wet) age-related macular degeneration (wet AMD),Solution for intravitreal injection in PFS or vial ........................... Each single dose vial or PFS provide single dose of 50 µL containing 2 mg Aflibercept ( 40 mg/mL),,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
132,Roche Products (India) Pvt.Ltd,,Interferon alfa- 2a (Roferon A),13-Mar-15,"Neoplasm, adjuvant to chemotherpay, solid Neoplasm, and for Viral disease.",Solution for injection in Prefilled syringe contains Interferon alfa 2a 3 MIU/ 4.5 MIU in 0.5 mL,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
133,Novo Nordisk India Pvt Ltd,,Insulin Crystals,17-03-2015,Bulk Drug,Bulk Drug,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
134,Novo Nordisk India Pvt Ltd,,Biphasic Insulin Aspart (Novomix),13-Apr-15,treatment of type 1 and Type 2 diabetes mellitus patients,Prefilled cartridge contains 300 Unit Insulin Aspart (100IU/mL),,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
135,Novo Nordisk India Pvt Ltd,,Glucagon,13-Apr-15,"Treatment of severe glycaemic reactions, which may occur in the management of insulin treated persons with diabetic mellitus.",Lyophilized powder in vial co- packed with one syringe prefilled with sterilized WFI for reconstitution for injection. Each vial contains 1.0 mg Glucagon,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
136,Novartis India Pvt Ltd,,Secukinumab,18-Jun-15,"For the treatment of moderate to severe Plaque Psoriasis in adult Patients who are candidates for systemic Therapy, Posriatic Arthritis and Ankylosing spondylitis","1. Powder (Lyophilized) for solution for injection in vial 2. Solution for injection in pre- filled syringes/pre-filled pen., Each vial contains Secukinumab… .......................... 1 50 mg",,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
137,Novo Nordisk India Pvt Ltd,,Insulin degludec/ Liraglutide,10-Jul-15,For the treatment of adults with type 2 diabetes mellitus.,Solution for SC injection in Cartridge (3 mL) assembeled in to Prefilled disposable pen injector contains 300IU Insulin degludec and 10.8 mg Liraglutide Strength: 300IU/mL Insulin degludec and 3.6 mg/mL Liraglutide,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
138,GlandPharma Ltd,,Zinc Insulin Crystals,10-Aug-15,………….,NA,,import,CDSCO r-DNA register — Import and market permission till 2019.pdf,https://cdsco.gov.in/opencms/opencms/en/biologicals/rDNA/,False,,2026-08-05T12:34:01+00:00
