molecule_read,brand_read,strength_read,dosage_type,raw,cghs_list,standing_technical_committee_required,approved_by,restricted,stc_cost_triggers,source_name,source_file,out_of_scope,out_of_scope_reason,retrieved_utc
Everolimus,,5 MG,Tab,EVEROLIMUS 5 MG TAB (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Exemestane,,25MG,Tab,EXEMESTANE 25MG TAB (PACK SIZE 1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,exemestane is an oncology molecule,2026-08-05T15:26:38+00:00
Factor Ix,HUMAN,600 IU,Syringe,FACTOR IX (HUMAN) 600 IU (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Factor Viii Recom Iii Gen 1X1,ADVATE,1000 IU,Syringe,FACTOR VIII RECOM III GEN 1000 IU (1X1) (ADVATE),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Factor Viii Recom Iii Gen,NOVOEIGHT,1000 IU,Syringe,FACTOR VIII RECOM III GEN 1000 IU (NOVOEIGHT)(PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Factor Viii Recom Iii Gen 1X1,ADVATE,1500 IU,Syringe,FACTOR VIII RECOM III GEN 1500 IU(ADVATE)(1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Factor Viii Recom Iii Gen,NOVOEIGHT,1500 IU,Syringe,FACTOR VIII RECOM III GEN 1500 IU(NOVOEIGHT)(PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Factor Viii Recom Iii Gen,ADVATE,250 IU,Syringe,FACTOR VIII RECOM III GEN 250 IU (ADVATE)(PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Factor Viii Recom Iii Gen,NOVOEIGHT,250 IU,Syringe,FACTOR VIII RECOM III GEN 250 IU(NOVOEIGHT)(PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Factor Viii Recom Iii Gen,ADVATE,500 IU,Syringe,FACTOR VIII RECOM III GEN 500 IU (ADVATE)(PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Factor Viii Recom Iii Gen,NOVOEIGHT,500 IU,Syringe,FACTOR VIII RECOM III GEN 500 IU(NOVOEIGHT)(PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Factor Viii Recom Iii Gen,XYNTHOPHILIA,500 IU,Syringe,FACTOR VIII RECOM III GEN 500 IU(XYNTHOPHILIA) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Factor Viii With Vw Factor,IMMUNATE,250 IU,Syringe,FACTOR VIII WITH VW FACTOR 250 IU(IMMUNATE)(PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Faricimab,VABYSMO,6 MG/0.05 ML,Inj.,FARICIMAB (VABYSMO) 6 MG/0.05 ML (PACK SIZE 1x1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Fulvestrant,,250 MG,Inj.,FULVESTRANT 250 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,fulvestrant is an oncology molecule,2026-08-05T15:26:38+00:00
Gcsf Granulocyte Colony Stimulating Factor Pack Size 1X1,,300 MCG,Inj.,GCSF (GRANULOCYTE COLONY STIMULATING FACTOR) 300 MCG PACK SIZE (1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Gefitinib,,250 MG,Tab,GEFITINIB 250 MG TAB (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Gemcitabine 1 Gm,,,Inj.,GEMCITABINE 1 GM INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Gemcitabine,,200 MG,Inj.,GEMCITABINE 200 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Golimumab,,50 MG,Inj.,GOLIMUMAB 50 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Goserelin Acetate 10 8,,,Inj.,GOSERELIN ACETATE 10.8 INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Goserelin Acetate 3 6 Nj,,,Inj.,GOSERELIN ACETATE 3.6 INJ (PACK SIZE 1X1)nj.,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Human Albumin 20,,,Inj.,human Albumin (20%) Inj.,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Human Albumin,ALBUTEIN,20%/100 ML,Inj.,HUMAN ALBUMIN 20%/100 ML (ALBUTEIN) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Hyaluronic Acid Sorbitol,HYLASTO S,40MG,Inj.,HYALURONIC ACID 40MG SORBITOL 80MG(HYLASTO S) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Hyaluronic Acid,DUROLANE,60 mg,Inj.,HYALURONIC ACID 60 mg (DUROLANE)(PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Ibandornic Acid,,6 MG,Inj.,IBANDORNIC ACID 6 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Ibrutinib,,140 MG,Caps,IBRUTINIB 140 MG TAB (PACK SIZE 1X90),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Imatinib Mesylate,,100 MG,Caps,IMATINIB MESYLATE 100 MG CAP (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Imatinib Mesylate,,400MG,Caps,IMATINIB MESYLATE 400MG CAP (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Infiliximab,,100MG,Inj.,INFILIXIMAB 100MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Mounjaro Kwikpen,,10 MG,Pfp,INJ MOUNJARO 10 MG KWIKPEN,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Mounjaro Kwikpen,,12.5 MG,Pfp,INJ MOUNJARO 12.5 MG KWIKPEN,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Mounjaro Kwikpen,,15 MG,Pfp,INJ MOUNJARO 15 MG KWIKPEN,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Mounjaro Kwikpen,,5 MG,Pfp,INJ MOUNJARO 5 MG KWIKPEN,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Mounjaro Kwikpen,,7.5 MG,Pfp,INJ MOUNJARO 7.5 MG KWIKPEN,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Interferon Beta 1A,,30 MCG,Inj.,INTERFERON BETA 1A (30 MCG) INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Interferon Beta 1A,,44 MCG,Inj.,INTERFERON BETA 1A 44 MCG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Interferon Beta-1 B,,250mcg,Inj.,Interferon Beta-1 B (250mcg) Inj. (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Irinotecan Hcl,,100 MG,Inj.,IRINOTECAN HCL 100 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Irinotecan Hcl,,40 MG,Inj.,IRINOTECAN HCL 40 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Iv Ig 5 Gm,INTRAVENOUS  IMMUNOGLOBULIN,,Inj.,IV IG (INTRAVENOUS  IMMUNOGLOBULIN) 5 GM Inj. (PACK1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Lapatinib,,250 MG,Tab,LAPATINIB 250 MG TAB (PACK SIZE 1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Lenalidomide,,10 MG,Tab,LENALIDOMIDE 10 MG (PACK SIZE 1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Lenalidomide,,10 MG,Tab,LENALIDOMIDE 10 MG TAB (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Lenalidomide,,15 MG,Caps,LENALIDOMIDE 15 MG TAB (PACK SIZE 1X7),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Lenalidomide,,5 MG,Tab,LENALIDOMIDE 5 MG (PACK 1X7),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Lenvatinib,,10 MG,Caps,LENVATINIB 10 MG CAP (PACK SIZE 1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Lenvatinib,,4 MG,Caps,LENVATINIB 4 MG CAP (PACK SIZE 1X7),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Lepidasvir + Sofosbuvir,,90MG,Tab,LEPIDASVIR (90MG) + SOFOSBUVIR (400MG) TAB (PACK 1X28),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Letrozole,,2.5 MG,Tab,LETROZOLE 2.5 MG TAB (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,letrozole is an oncology molecule,2026-08-05T15:26:38+00:00
Leuprolide,,11.25 MG,Inj.,LEUPROLIDE 11.25 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Leuprolide,,22.5 MG,Inj.,LEUPROLIDE 22.5 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Leuprolide,,3.75 MG,Inj.,LEUPROLIDE 3.75 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Leuprolide Acetate,,45MG,Inj.,LEUPROLIDE ACETATE 45MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Leuprolide Acetate,,7.5MG,Inj.,LEUPROLIDE ACETATE 7.5MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Liposomal Amphotericin B 1X1,,50 MG,Inj.,LIPOSOMAL AMPHOTERICIN B 50 MG (1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Liposomal Doxorubicin,,20 MG,Inj.,LIPOSOMAL DOXORUBICIN 20 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Lorlatinib,,100 MG,Tab,LORLATINIB 100 MG TAB (PACK SIZE 3X5),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Lorlatinib,,25MG,Tab,LORLATINIB 25MG TAB (PACK SIZE 3X5),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Methoxy Peg Epoetin Beta,,100 MCG,Inj.,METHOXY PEG EPOETIN BETA 100 MCG INJ (PACK 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Methoxy Peg Epoetin Beta,,50 MCG,Inj.,METHOXY PEG EPOETIN BETA 50 MCG INJ (PACK 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Methoxy Peg Epoetin Beta,,75 MCG,Inj.,METHOXY PEG EPOETIN BETA 75 MCG INJ (PACK 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Mounjaro For Injection,,2.5 mg,Pfp,Mounjaro 2.5 mg Solution for Injection,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Nab Taxhal / Suspension For Injection,,100mg,Inj.,Nab Taxhal 100mg/900mg Suspension For Injection,NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Natalizumab,,300 MG,Inj.,NATALIZUMAB 300 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Nilotonib,,150MG,Caps,NILOTONIB 150MG (PACK SIZE1X4),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Nilotonib,,200MG,Caps,NILOTONIB 200MG (PACK SIZE1X4),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Nimotuzumab,BIOMAB,50MG,Inj.,NIMOTUZUMAB 50MG (BIOMAB) (PACK SIZE 1X4),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Nintedanib,,100 MG,Caps,NINTEDANIB 100 MG (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Nintedanib,,150 MG,Caps,NINTEDANIB 150 MG (PACK SIZE 1X10),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Nivolumab,,100 MG,Inj.,NIVOLUMAB 100 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,nivolumab is an oncology molecule,2026-08-05T15:26:38+00:00
Nivolumab,,240 MG,Inj.,NIVOLUMAB 240 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,nivolumab is an oncology molecule,2026-08-05T15:26:38+00:00
Nivolumab,,40 MG,Inj.,NIVOLUMAB 40 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,nivolumab is an oncology molecule,2026-08-05T15:26:38+00:00
Octreotide,,20 MG,Inj.,OCTREOTIDE 20 MG (PACK SIZE1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Octreotide,,30 MG,Inj.,OCTREOTIDE 30 MG (PACK SIZE1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Olaparib,,100 MG,Tab,OLAPARIB 100 MG (PACK SIZE 1X28),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Olaparib,,150 MG,Caps,OLAPARIB 150 MG (PACK SIZE 1X28),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Omalizumab150 Mg,,,Solution,OMALIZUMAB150 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Osimertinib,TAGRISSO,80 MG,Tab,OSIMERTINIB 80 MG (TAGRISSO) (PACK SIZE 1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Oxaliplatin,,100MG,Inj.,OXALIPLATIN 100MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Oxaliplatin,,50 MG,Inj.,OXALIPLATIN 50 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Paclitaxel,,100 MG,Inj.,PACLITAXEL 100 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Paclitaxel,,260 MG,Inj.,PACLITAXEL 260 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Paclitaxel,,30 MG,Inj.,PACLITAXEL 30 MG INJ (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Paclitaxel,BD-TAXEL,300 MG,Inj.,PACLITAXEL 300 MG (BD-TAXEL) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Palbociclib,,100 MG,Caps,PALBOCICLIB 100 MG (PACK SIZE 1X21),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Palbociclib,,125 MG,Caps,PALBOCICLIB 125 MG (PACK SIZE 1X21),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Palbociclib,,75 MG,Caps,PALBOCICLIB 75 MG (PACK SIZE 1X21),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Panitumumab,,100 MG,Inj.,PANITUMUMAB 100 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,panitumumab is an oncology molecule,2026-08-05T15:26:38+00:00
Pazopanib Hcl - 1X30,,200 MG,Tab,PAZOPANIB HCL 200 MG-(1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Pazopanib Hcl 1X30,,400 MG,Tab,PAZOPANIB HCL 400 MG (1X30),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Peg Filgrastim,,6 MG,Inj.,PEG FILGRASTIM 6 MG (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,filgrastim is an oncology molecule,2026-08-05T15:26:38+00:00
Peg Interferon Alpha 2B 1X1,PEGIHEP,80 MCG,Inj.,PEG INTERFERON ALPHA 2B 80 MCG (PEGIHEP) (1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Peg-Interferon Beta 1A 1X1,,125 MCG,Inj.,PEG-INTERFERON BETA 1A 125 MCG (1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Pegylated Recom Erythropoietin 1X1,ERYPEG,100MCG,Inj.,PEGYLATED RECOM ERYTHROPOIETIN 100MCG (ERYPEG)(1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Pegylated Recom Erythropoietin 1X1,ERYPEG,50MCG,Inj.,PEGYLATED RECOM ERYTHROPOIETIN 50MCG (ERYPEG)(1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Pegylated Recom Erythropoietin 1X1,ERYPEG,75MCG,Inj.,PEGYLATED RECOM ERYTHROPOIETIN 75MCG (ERYPEG)(1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,False,,2026-08-05T15:26:38+00:00
Pembrolizumab,KEYTRUDA,100 MG,Inj.,PEMBROLIZUMAB 100 MG (KEYTRUDA) (PACK SIZE 1X1),NON_STC,False,Additional Director / CMO of the Medical Store Depot,True,,CGHS restricted medicine lists,NON_STC_Restricted_Medicine.csv,True,pembrolizumab is an oncology molecule,2026-08-05T15:26:38+00:00
